type,event,id,created_at,modified_at
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.846.0 Safari/536.2"", ""ip"": ""170.17.18.159"", ""customer-id"": null, ""product"": 4, ""position"": 4}",190,2025-01-31 12:54:36.521454,2025-01-31 12:54:36.521454
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/35.0.846.0 Safari/536.2"", ""ip"": ""170.17.18.159"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/4""}",191,2025-01-31 12:54:36.556266,2025-01-31 12:54:36.556266
PAGE_VIEW,"{""user-agent"": ""Opera/8.37.(X11; Linux i686; sd-IN) Presto/2.9.179 Version/11.00"", ""ip"": ""6.2.139.42"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",192,2025-01-31 12:54:36.590023,2025-01-31 12:54:36.590023
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)"", ""ip"": ""111.70.8.176"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",193,2025-01-31 12:54:36.625797,2025-01-31 12:54:36.625797
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)"", ""ip"": ""111.70.8.176"", ""customer-id"": null, ""product"": 7, ""position"": 1}",194,2025-01-31 12:54:36.688942,2025-01-31 12:54:36.688942
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)"", ""ip"": ""111.70.8.176"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/7""}",195,2025-01-31 12:54:36.722990,2025-01-31 12:54:36.722990
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.4.3; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0"", ""ip"": ""83.11.33.209"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/17""}",196,2025-01-31 12:54:36.814589,2025-01-31 12:54:36.814589
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0)"", ""ip"": ""161.97.104.184"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/6""}",197,2025-01-31 12:54:36.913268,2025-01-31 12:54:36.913268
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.0u2833.0 Mobile/82E773 Safari/533.0"", ""ip"": ""133.110.248.174"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://russell.com""}",198,2025-01-31 12:54:36.982460,2025-01-31 12:54:36.982460
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.0u2833.0 Mobile/82E773 Safari/533.0"", ""ip"": ""133.110.248.174"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",199,2025-01-31 12:54:37.046859,2025-01-31 12:54:37.046859
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-04-03 11:21:28 Firefox/3.8"", ""ip"": ""168.69.15.57"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",200,2025-01-31 12:54:37.085143,2025-01-31 12:54:37.085143
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-04-03 11:21:28 Firefox/3.8"", ""ip"": ""168.69.15.57"", ""customer-id"": null, ""product"": 4, ""position"": 2}",201,2025-01-31 12:54:37.148306,2025-01-31 12:54:37.148306
ADD_PRODUCT_TO_CART,"{""product"": 4, ""customer-id"": 93}",1760,2025-01-31 12:56:34.342299,2025-01-31 12:56:34.342299
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-04-03 11:21:28 Firefox/3.8"", ""ip"": ""168.69.15.57"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/4""}",202,2025-01-31 12:54:37.180818,2025-01-31 12:54:37.180818
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.44.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.44.2"", ""ip"": ""68.218.128.226"", ""customer-id"": null, ""product"": 6, ""position"": 1}",203,2025-01-31 12:54:37.274864,2025-01-31 12:54:37.274864
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.44.2 (KHTML, like Gecko) Version/4.0.2 Safari/535.44.2"", ""ip"": ""68.218.128.226"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/6"", ""referrer"": ""https://russell.com""}",204,2025-01-31 12:54:37.308307,2025-01-31 12:54:37.308307
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Android 3.2.3; Mobile; rv:23.0) Gecko/23.0 Firefox/23.0"", ""ip"": ""189.235.145.157"", ""customer-id"": null, ""query"": ""Adaptive stable process improvement""}",205,2025-01-31 12:54:37.401660,2025-01-31 12:54:37.401660
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/54.0.894.0 Mobile/86L331 Safari/533.1"", ""ip"": ""206.225.125.83"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",206,2025-01-31 12:54:37.462675,2025-01-31 12:54:37.462675
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/54.0.894.0 Mobile/86L331 Safari/533.1"", ""ip"": ""206.225.125.83"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/18""}",207,2025-01-31 12:54:37.524457,2025-01-31 12:54:37.524457
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.9d8099.0 Mobile/56O375 Safari/536.0"", ""ip"": ""94.82.196.86"", ""customer-id"": null, ""query"": ""Polarized maximized definition""}",208,2025-01-31 12:54:37.621866,2025-01-31 12:54:37.621866
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_4 rv:4.0; yue-HK) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.31.3"", ""ip"": ""190.135.77.171"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://fowler.com""}",209,2025-01-31 12:54:37.664402,2025-01-31 12:54:37.664402
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_4 rv:4.0; yue-HK) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.31.3"", ""ip"": ""190.135.77.171"", ""customer-id"": null, ""product"": 9, ""position"": 6}",210,2025-01-31 12:54:37.735986,2025-01-31 12:54:37.735986
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_4 rv:4.0; yue-HK) AppleWebKit/535.31.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.31.3"", ""ip"": ""190.135.77.171"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9""}",211,2025-01-31 12:54:37.768568,2025-01-31 12:54:37.768568
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0"", ""ip"": ""172.114.244.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://williams.com""}",212,2025-01-31 12:54:37.801652,2025-01-31 12:54:37.801652
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0"", ""ip"": ""172.114.244.3"", ""customer-id"": null, ""product"": 5, ""position"": 4}",213,2025-01-31 12:54:37.865680,2025-01-31 12:54:37.865680
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0"", ""ip"": ""172.114.244.3"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",214,2025-01-31 12:54:37.898766,2025-01-31 12:54:37.898766
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tt-RU) AppleWebKit/532.50.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.50.4"", ""ip"": ""147.24.7.206"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",215,2025-01-31 12:54:37.949858,2025-01-31 12:54:37.949858
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tt-RU) AppleWebKit/532.50.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.50.4"", ""ip"": ""147.24.7.206"", ""customer-id"": null, ""product"": 7, ""position"": 1}",216,2025-01-31 12:54:38.065022,2025-01-31 12:54:38.065022
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tt-RU) AppleWebKit/532.50.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.50.4"", ""ip"": ""147.24.7.206"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/7""}",217,2025-01-31 12:54:38.098273,2025-01-31 12:54:38.098273
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/54.0.866.0 Safari/535.0"", ""ip"": ""183.70.83.12"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://webb.com""}",218,2025-01-31 12:54:38.161229,2025-01-31 12:54:38.161229
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Linux; Android 2.3.5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/54.0.866.0 Safari/535.0"", ""ip"": ""183.70.83.12"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/17""}",219,2025-01-31 12:54:38.223039,2025-01-31 12:54:38.223039
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/60.0.810.0 Mobile/95B637 Safari/535.0"", ""ip"": ""175.13.209.106"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://estrada.com""}",220,2025-01-31 12:54:38.256486,2025-01-31 12:54:38.256486
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/60.0.810.0 Mobile/95B637 Safari/535.0"", ""ip"": ""175.13.209.106"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/21""}",221,2025-01-31 12:54:38.318822,2025-01-31 12:54:38.318822
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0)"", ""ip"": ""138.169.219.207"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",222,2025-01-31 12:54:38.385428,2025-01-31 12:54:38.385428
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0)"", ""ip"": ""138.169.219.207"", ""customer-id"": null, ""product"": 5, ""position"": 5}",223,2025-01-31 12:54:38.456685,2025-01-31 12:54:38.456685
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0)"", ""ip"": ""138.169.219.207"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/5""}",224,2025-01-31 12:54:38.494646,2025-01-31 12:54:38.494646
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.2.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0"", ""ip"": ""19.32.128.142"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://nelson.com""}",225,2025-01-31 12:54:38.533789,2025-01-31 12:54:38.533789
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (Android 4.2.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0"", ""ip"": ""19.32.128.142"", ""customer-id"": null, ""product"": 8, ""position"": 5}",226,2025-01-31 12:54:38.597368,2025-01-31 12:54:38.597368
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.2.2; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0"", ""ip"": ""19.32.128.142"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/8""}",227,2025-01-31 12:54:38.631908,2025-01-31 12:54:38.631908
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/9.32.(Windows NT 5.01; bhb-IN) Presto/2.9.163 Version/10.00"", ""ip"": ""143.105.30.76"", ""customer-id"": null, ""product"": 14, ""position"": 4}",228,2025-01-31 12:54:38.696207,2025-01-31 12:54:38.696207
PAGE_VIEW,"{""user-agent"": ""Opera/9.32.(Windows NT 5.01; bhb-IN) Presto/2.9.163 Version/10.00"", ""ip"": ""143.105.30.76"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/14"", ""referrer"": ""https://schmidt.com""}",229,2025-01-31 12:54:38.730033,2025-01-31 12:54:38.730033
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_5) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/58.0.878.0 Safari/532.0"", ""ip"": ""22.201.126.152"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/13""}",230,2025-01-31 12:54:38.793773,2025-01-31 12:54:38.793773
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_4 rv:2.0; oc-FR) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/5.0 Safari/533.10.7"", ""ip"": ""121.125.119.244"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://russell.com""}",231,2025-01-31 12:54:38.828576,2025-01-31 12:54:38.828576
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_4 rv:2.0; oc-FR) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/5.0 Safari/533.10.7"", ""ip"": ""121.125.119.244"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/3""}",232,2025-01-31 12:54:38.892051,2025-01-31 12:54:38.892051
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/8.83.(Windows CE; be-BY) Presto/2.9.163 Version/10.00"", ""ip"": ""208.249.255.120"", ""customer-id"": null, ""product"": 8, ""position"": 2}",233,2025-01-31 12:54:38.983286,2025-01-31 12:54:38.983286
PAGE_VIEW,"{""user-agent"": ""Opera/8.83.(Windows CE; be-BY) Presto/2.9.163 Version/10.00"", ""ip"": ""208.249.255.120"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/8"", ""referrer"": ""https://wheeler-harper.com""}",234,2025-01-31 12:54:39.015647,2025-01-31 12:54:39.015647
PAGE_VIEW,"{""user-agent"": ""Opera/8.82.(X11; Linux i686; mai-IN) Presto/2.9.168 Version/11.00"", ""ip"": ""166.51.254.210"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",235,2025-01-31 12:54:39.081146,2025-01-31 12:54:39.081146
PAGE_VIEW,"{""user-agent"": ""Opera/8.82.(X11; Linux i686; mai-IN) Presto/2.9.168 Version/11.00"", ""ip"": ""166.51.254.210"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/11""}",236,2025-01-31 12:54:39.144455,2025-01-31 12:54:39.144455
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/14.0.857.0 Safari/534.0"", ""ip"": ""126.249.231.217"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",237,2025-01-31 12:54:39.208061,2025-01-31 12:54:39.208061
SEARCH,"{""user-agent"": ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/14.0.857.0 Safari/534.0"", ""ip"": ""126.249.231.217"", ""customer-id"": null, ""query"": ""Configurable human-resource intranet""}",238,2025-01-31 12:54:39.271702,2025-01-31 12:54:39.271702
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/18.0.855.0 Mobile/03Q072 Safari/533.1"", ""ip"": ""145.45.35.229"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://williams.com""}",239,2025-01-31 12:54:39.339789,2025-01-31 12:54:39.339789
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/18.0.855.0 Mobile/03Q072 Safari/533.1"", ""ip"": ""145.45.35.229"", ""customer-id"": null, ""product"": 8, ""position"": 2}",240,2025-01-31 12:54:39.404871,2025-01-31 12:54:39.404871
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/18.0.855.0 Mobile/03Q072 Safari/533.1"", ""ip"": ""145.45.35.229"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/8""}",241,2025-01-31 12:54:39.440440,2025-01-31 12:54:39.440440
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/15.1v8831.0 Mobile/47A229 Safari/533.0"", ""ip"": ""145.198.109.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",242,2025-01-31 12:54:39.475834,2025-01-31 12:54:39.475834
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/15.1v8831.0 Mobile/47A229 Safari/533.0"", ""ip"": ""145.198.109.9"", ""customer-id"": null, ""product"": 9, ""position"": 5}",243,2025-01-31 12:54:39.540682,2025-01-31 12:54:39.540682
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/15.1v8831.0 Mobile/47A229 Safari/533.0"", ""ip"": ""145.198.109.9"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/9""}",244,2025-01-31 12:54:39.574905,2025-01-31 12:54:39.574905
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Android 11; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0"", ""ip"": ""222.41.141.207"", ""customer-id"": null, ""query"": ""Multi-channeled explicit Internet solution""}",245,2025-01-31 12:54:39.638506,2025-01-31 12:54:39.638506
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 4.0.1; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0"", ""ip"": ""126.174.177.53"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/20""}",246,2025-01-31 12:54:39.733332,2025-01-31 12:54:39.733332
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 10_8) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/46.0.835.0 Safari/536.0"", ""ip"": ""8.26.88.135"", ""customer-id"": null, ""query"": ""Adaptive multi-state leverage""}",247,2025-01-31 12:54:39.821658,2025-01-31 12:54:39.821658
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1)"", ""ip"": ""195.1.250.238"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://smith.org""}",248,2025-01-31 12:54:39.884739,2025-01-31 12:54:39.884739
VISIT_RELATED_PRODUCT,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1)"", ""ip"": ""195.1.250.238"", ""customer-id"": null, ""product"": 12, ""position"": 6}",249,2025-01-31 12:54:39.945865,2025-01-31 12:54:39.945865
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1)"", ""ip"": ""195.1.250.238"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/12""}",250,2025-01-31 12:54:39.978784,2025-01-31 12:54:39.978784
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/16.0.821.0 Mobile/72E545 Safari/532.2"", ""ip"": ""95.195.81.94"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/5""}",251,2025-01-31 12:54:40.074444,2025-01-31 12:54:40.074444
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cs-CZ) AppleWebKit/534.2.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.2.7"", ""ip"": ""3.192.73.152"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://gonzalez.com""}",252,2025-01-31 12:54:40.115375,2025-01-31 12:54:40.115375
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cs-CZ) AppleWebKit/534.2.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.2.7"", ""ip"": ""3.192.73.152"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/10""}",253,2025-01-31 12:54:40.177488,2025-01-31 12:54:40.177488
SEARCH,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.9a8235.0 Mobile/97W863 Safari/532.2"", ""ip"": ""211.220.255.198"", ""customer-id"": null, ""query"": ""Grass-roots system-worthy hub""}",254,2025-01-31 12:54:40.239924,2025-01-31 12:54:40.239924
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.898.0 Safari/531.0"", ""ip"": ""41.227.203.171"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",255,2025-01-31 12:54:40.302510,2025-01-31 12:54:40.302510
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.898.0 Safari/531.0"", ""ip"": ""41.227.203.171"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",256,2025-01-31 12:54:40.375026,2025-01-31 12:54:40.375026
PAGE_VIEW,"{""user-agent"": ""Opera/9.33.(X11; Linux x86_64; ayc-PE) Presto/2.9.167 Version/12.00"", ""ip"": ""135.86.66.83"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/7""}",398,2025-01-31 12:54:50.154298,2025-01-31 12:54:50.154298
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/21.0.826.0 Mobile/53E115 Safari/532.0"", ""ip"": ""173.205.168.131"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/16""}",257,2025-01-31 12:54:40.452709,2025-01-31 12:54:40.452709
PAGE_VIEW,"{""user-agent"": ""Mozilla/5.0 (Android 3.1; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0"", ""ip"": ""143.131.15.14"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://google.com""}",258,2025-01-31 12:54:40.523672,2025-01-31 12:54:40.523672
SEARCH,"{""user-agent"": ""Mozilla/5.0 (Android 3.1; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0"", ""ip"": ""143.131.15.14"", ""customer-id"": null, ""query"": ""Devolved secondary alliance""}",259,2025-01-31 12:54:40.593580,2025-01-31 12:54:40.593580
PAGE_VIEW,"{""user-agent"": ""Opera/9.74.(X11; Linux x86_64; bg-BG) Presto/2.9.166 Version/11.00"", ""ip"": ""66.129.26.121"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com"", ""referrer"": ""https://hendricks.com""}",260,2025-01-31 12:54:40.630272,2025-01-31 12:54:40.630272
VISIT_PERSONAL_RECOMMENDATION,"{""user-agent"": ""Opera/9.74.(X11; Linux x86_64; bg-BG) Presto/2.9.166 Version/11.00"", ""ip"": ""66.129.26.121"", ""customer-id"": null, ""product"": 10, ""position"": 1}",261,2025-01-31 12:54:40.700342,2025-01-31 12:54:40.700342
PAGE_VIEW,"{""user-agent"": ""Opera/9.74.(X11; Linux x86_64; bg-BG) Presto/2.9.166 Version/11.00"", ""ip"": ""66.129.26.121"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/products/10""}",262,2025-01-31 12:54:40.748864,2025-01-31 12:54:40.748864
PAGE_VIEW,"{""user-agent"": ""Opera/8.39.(X11; Linux x86_64; pa-IN) Presto/2.9.160 Version/11.00"", ""ip"": ""218.145.145.105"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/1""}",263,2025-01-31 12:54:40.785317,2025-01-31 12:54:40.785317
PAGE_VIEW,"{""user-agent"": ""Opera/9.62.(X11; Linux i686; mk-MK) Presto/2.9.174 Version/10.00"", ""ip"": ""82.100.217.85"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com""}",264,2025-01-31 12:54:40.822474,2025-01-31 12:54:40.822474
PAGE_VIEW,"{""user-agent"": ""Opera/9.62.(X11; Linux i686; mk-MK) Presto/2.9.174 Version/10.00"", ""ip"": ""82.100.217.85"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/14""}",265,2025-01-31 12:54:40.904406,2025-01-31 12:54:40.904406
PAGE_VIEW,"{""user-agent"": ""Opera/8.86.(Windows NT 6.0; oc-FR) Presto/2.9.164 Version/10.00"", ""ip"": ""87.170.70.131"", ""customer-id"": null, ""page"": ""https://xcc-webshop.com/category/13""}",266,2025-01-31 12:54:40.975946,2025-01-31 12:54:40.975946
